OCC_YEAR,OCC_MONTH,OCC_DOW,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_TYPE,BIKE_COST,STATUS,NEIGHBOURHOOD_158
2014,April,Sunday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,Dufferin Grove (83)
2014,April,Saturday,D52,Universities / Colleges,Educational,OT,719.0,STOLEN,Kensington-Chinatown (78)
2014,April,Monday,D51,Universities / Colleges,Educational,RC,1500.0,STOLEN,Downtown Yonge East (168)
2013,September,Saturday,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,SC,4200.0,STOLEN,Rosedale-Moore Park (98)
2014,April,Thursday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,175.0,STOLEN,Trinity-Bellwoods (81)
2014,April,Tuesday,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,500.0,STOLEN,Rosedale-Moore Park (98)
2014,April,Wednesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,,STOLEN,Harbourfront-CityPlace (165)
2014,April,Thursday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,700.0,STOLEN,Moss Park (73)
2014,April,Tuesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,4000.0,STOLEN,Regent Park (72)
2014,April,Wednesday,D51,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,6789.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2014,April,Wednesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,40.0,STOLEN,Kensington-Chinatown (78)
2014,April,Monday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,827.950012207031,STOLEN,Leaside-Bennington (56)
2014,April,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,600.0,STOLEN,Cabbagetown-South St.James Town (71)
2014,April,Saturday,D31,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,STOLEN,Black Creek (24)
2014,April,Monday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,883.150024414063,STOLEN,Leaside-Bennington (56)
2014,April,Wednesday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FO,200.0,STOLEN,Roncesvalles (86)
2014,April,Thursday,D14,Universities / Colleges,Educational,OT,600.0,STOLEN,Trinity-Bellwoods (81)
2014,April,Wednesday,D52,Universities / Colleges,Educational,OT,750.0,STOLEN,University (79)
2014,April,Thursday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,500.0,STOLEN,Downtown Yonge East (168)
2014,April,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,1000.0,STOLEN,Kensington-Chinatown (78)
2014,April,Thursday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,600.0,STOLEN,North St.James Town (74)
2014,April,Thursday,D54,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,Playter Estates-Danforth (67)
2014,April,Thursday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,,STOLEN,Yonge-Eglinton (100)
2014,April,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,400.0,STOLEN,Kensington-Chinatown (78)
2014,April,Friday,D11,Ttc Subway Station,Transit,OT,600.0,STOLEN,High Park North (88)
2014,April,Saturday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Rosedale-Moore Park (98)
2014,April,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1300.0,STOLEN,Downtown Yonge East (168)
2014,April,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,0.0,STOLEN,Yonge-Bay Corridor (170)
2014,April,Friday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,400.0,STOLEN,Wychwood (94)
2014,April,Sunday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,300.0,STOLEN,Church-Wellesley (167)
2014,April,Sunday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,630.0,STOLEN,Wellington Place (164)
2014,April,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,860.0,STOLEN,Leaside-Bennington (56)
2014,April,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,1000.0,STOLEN,Leaside-Bennington (56)
2014,April,Monday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,10.0,STOLEN,Mimico-Queensway (160)
2014,April,Sunday,D14,Go Station,Transit,RC,700.0,RECOVERED,Fort York-Liberty Village (163)
2014,April,Friday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,900.0,STOLEN,North Riverdale (68)
2014,April,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,450.0,STOLEN,Leaside-Bennington (56)
2014,April,Monday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,10.0,STOLEN,Mimico-Queensway (160)
2014,April,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,500.0,STOLEN,Yonge-Bay Corridor (170)
2014,April,Friday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,350.0,STOLEN,Junction-Wallace Emerson (171)
2014,April,Tuesday,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,600.0,STOLEN,Bendale-Glen Andrew (156)
2014,April,Monday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,0.0,STOLEN,Junction-Wallace Emerson (171)
2014,February,Thursday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,900.0,STOLEN,Downtown Yonge East (168)
2014,February,Monday,D32,"Apartment (Rooming House, Condo)",Apartment,RC,1335.0,STOLEN,Avondale (153)
2014,April,Tuesday,D33,"Open Areas (Lakes, Parks, Rivers)",Outside,MT,300.0,UNKNOWN,Bayview Village (52)
2014,April,Saturday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,600.0,STOLEN,Junction-Wallace Emerson (171)
2014,April,Monday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FO,1200.0,STOLEN,West Queen West (162)
2014,April,Tuesday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,1000.0,STOLEN,Junction-Wallace Emerson (171)
2014,April,Friday,D52,"Apartment (Rooming House, Condo)",Apartment,OT,450.0,STOLEN,Yonge-Bay Corridor (170)
2014,April,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,,STOLEN,Yonge-Bay Corridor (170)
2014,April,Sunday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,300.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2014,April,Wednesday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,2000.0,STOLEN,Rosedale-Moore Park (98)
2014,April,Saturday,D51,"Apartment (Rooming House, Condo)",Apartment,EL,1500.0,STOLEN,Church-Wellesley (167)
2014,April,Tuesday,D52,Universities / Colleges,Educational,RG,150.0,STOLEN,University (79)
2014,April,Monday,D52,Universities / Colleges,Educational,OT,2000.0,STOLEN,University (79)
2014,April,Tuesday,D53,Universities / Colleges,Educational,RG,350.0,STOLEN,Annex (95)
2014,April,Sunday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,3000.0,STOLEN,South Riverdale (70)
2014,April,Tuesday,D52,Universities / Colleges,Educational,RG,100.0,STOLEN,University (79)
2013,December,Wednesday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,1300.0,STOLEN,South Eglinton-Davisville (174)
2014,April,Wednesday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,650.0,STOLEN,East End-Danforth (62)
2014,April,Friday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,,STOLEN,Junction-Wallace Emerson (171)
2014,April,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,10.0,STOLEN,Little Portugal (84)
2014,April,Friday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,789.869995117188,STOLEN,West Queen West (162)
2014,April,Friday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,960.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2014,April,Friday,D51,Universities / Colleges,Educational,MT,300.0,STOLEN,Downtown Yonge East (168)
2014,April,Sunday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,Corso Italia-Davenport (92)
2014,April,Tuesday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SC,150.0,RECOVERED,Bedford Park-Nortown (39)
2014,April,Saturday,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,465.0,STOLEN,Moss Park (73)
2014,April,Saturday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,800.0,STOLEN,Dufferin Grove (83)
2014,April,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,0.0,STOLEN,Dovercourt Village (172)
2014,April,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,200.0,STOLEN,West Queen West (162)
2014,April,Monday,D52,Bar / Restaurant,Commercial,MT,350.0,STOLEN,Yonge-Bay Corridor (170)
2014,April,Tuesday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,350.0,STOLEN,Annex (95)
2014,April,Monday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,500.0,STOLEN,Church-Wellesley (167)
2014,April,Monday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,399.989990234375,STOLEN,Etobicoke West Mall (13)
2014,April,Friday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,320.0,STOLEN,Roncesvalles (86)
2014,April,Sunday,D52,Universities / Colleges,Educational,RG,620.0,STOLEN,Bay-Cloverhill (169)
2014,April,Wednesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,700.0,RECOVERED,Kensington-Chinatown (78)
2014,April,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,870.0,STOLEN,Downtown Yonge East (168)
2014,April,Wednesday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,South Eglinton-Davisville (174)
2014,April,Wednesday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,,STOLEN,South Eglinton-Davisville (174)
2014,May,Thursday,D14,Schools During Un-Supervised Activity,Educational,MT,800.0,STOLEN,Palmerston-Little Italy (80)
2014,April,Saturday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,130.0,STOLEN,Church-Wellesley (167)
2014,April,Wednesday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,2500.0,STOLEN,Oakwood Village (107)
2014,March,Sunday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,North Riverdale (68)
2014,March,Sunday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,500.0,STOLEN,North Riverdale (68)
2014,May,Friday,D52,"Apartment (Rooming House, Condo)",Apartment,EL,1000.0,STOLEN,Bay-Cloverhill (169)
2014,May,Thursday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,649.0,STOLEN,Leaside-Bennington (56)
2014,May,Saturday,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Junction-Wallace Emerson (171)
2014,May,Saturday,D51,Convenience Stores,Commercial,RG,700.0,STOLEN,South Riverdale (70)
2014,May,Thursday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,4319.0,STOLEN,Leaside-Bennington (56)
2014,May,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,800.0,STOLEN,Downtown Yonge East (168)
2014,May,Friday,D41,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,1200.0,STOLEN,Birchcliffe-Cliffside (122)
2014,May,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1000.0,STOLEN,Downtown Yonge East (168)
2014,May,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,2000.0,STOLEN,University (79)
2014,May,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,375.0,STOLEN,Moss Park (73)
2013,October,Tuesday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,1106.27001953125,STOLEN,North St.James Town (74)
2014,April,Saturday,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,237.0,STOLEN,Bayview Village (52)
2014,May,Monday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,350.0,STOLEN,Church-Wellesley (167)
2014,May,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,0.0,STOLEN,Harbourfront-CityPlace (165)
2014,May,Sunday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,150.0,STOLEN,Church-Wellesley (167)
2014,April,Monday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,3500.0,STOLEN,North St.James Town (74)
2014,May,Sunday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,150.0,STOLEN,Church-Wellesley (167)
2014,May,Monday,D43,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,160.0,STOLEN,West Hill (136)
2014,May,Tuesday,D51,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,RC,350.0,STOLEN,Downtown Yonge East (168)
2014,May,Monday,D23,Schools During Supervised Activity,Educational,BM,250.0,STOLEN,West Humber-Clairville (1)
2014,May,Thursday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,500.0,STOLEN,Harbourfront-CityPlace (165)
2014,May,Wednesday,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,800.0,STOLEN,Weston-Pelham Park (91)
2014,May,Monday,D54,Schools During Un-Supervised Activity,Educational,MT,100.0,STOLEN,Flemingdon Park (44)
2014,May,Wednesday,D13,"Apartment (Rooming House, Condo)",Apartment,OT,60.0,STOLEN,Humewood-Cedarvale (106)
2014,May,Wednesday,D13,"Apartment (Rooming House, Condo)",Apartment,OT,60.0,STOLEN,Humewood-Cedarvale (106)
2014,May,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,500.0,STOLEN,Bay-Cloverhill (169)
2014,May,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,479.989990234375,STOLEN,Yonge-Bay Corridor (170)
2014,April,Saturday,D14,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MT,1300.0,STOLEN,Fort York-Liberty Village (163)
2014,May,Wednesday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TO,550.0,STOLEN,Yonge-Bay Corridor (170)
2014,May,Wednesday,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,3000.0,STOLEN,East End-Danforth (62)
2014,May,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,100.0,STOLEN,Harbourfront-CityPlace (165)
2014,May,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,650.0,STOLEN,Yonge-Bay Corridor (170)
2014,May,Wednesday,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,550.0,STOLEN,Kingsway South (15)
2014,May,Tuesday,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,0.0,STOLEN,Steeles (116)
2014,May,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,100.0,STOLEN,Harbourfront-CityPlace (165)
2014,May,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,STOLEN,Yonge-Bay Corridor (170)
2014,May,Tuesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,300.0,STOLEN,Cabbagetown-South St.James Town (71)
2014,May,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,250.0,STOLEN,Bay-Cloverhill (169)
2014,May,Thursday,D11,Schools During Supervised Activity,Educational,RC,300.0,STOLEN,High Park North (88)
2014,May,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,350.0,STOLEN,Bay-Cloverhill (169)
2014,May,Monday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,3500.0,STOLEN,Rosedale-Moore Park (98)
2014,May,Thursday,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1300.0,STOLEN,Lawrence Park South (103)
2014,April,Wednesday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SC,400.0,STOLEN,Palmerston-Little Italy (80)
2014,May,Wednesday,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,250.0,STOLEN,Henry Farm (53)
2014,May,Monday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,2400.0,STOLEN,Rosedale-Moore Park (98)
2014,May,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,550.0,STOLEN,Wellington Place (164)
2014,May,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,TO,1500.0,STOLEN,Annex (95)
2014,May,Friday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,1000.0,STOLEN,Church-Wellesley (167)
2014,May,Thursday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,200.0,STOLEN,Mimico-Queensway (160)
2013,October,Thursday,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,1500.0,STOLEN,Junction-Wallace Emerson (171)
2014,May,Thursday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,250.0,STOLEN,Fort York-Liberty Village (163)
2014,May,Friday,D51,Universities / Colleges,Educational,OT,550.0,STOLEN,Downtown Yonge East (168)
2014,May,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,840.0,STOLEN,Bay-Cloverhill (169)
2014,May,Friday,D43,Go Station,Transit,MT,600.0,STOLEN,West Rouge (143)
2014,May,Thursday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,450.0,STOLEN,Mimico-Queensway (160)
2014,May,Wednesday,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,700.0,STOLEN,Moss Park (73)
2014,May,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,400.0,STOLEN,Rosedale-Moore Park (98)
2014,May,Thursday,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,425.0,STOLEN,Caledonia-Fairbank (109)
2014,February,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,700.0,STOLEN,Dufferin Grove (83)
2014,February,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,700.0,STOLEN,Dufferin Grove (83)
2014,May,Friday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,200.0,STOLEN,Roncesvalles (86)
2014,May,Saturday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1000.0,STOLEN,Palmerston-Little Italy (80)
2014,May,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,700.0,STOLEN,Yonge-Bay Corridor (170)
2014,May,Saturday,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,500.0,STOLEN,Clairlea-Birchmount (120)
2014,May,Saturday,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MT,,STOLEN,Mount Olive-Silverstone-Jamestown (2)
2014,May,Sunday,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,,RECOVERED,Leaside-Bennington (56)
2014,May,Sunday,D52,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MT,200.0,STOLEN,Bay-Cloverhill (169)
2014,May,Sunday,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,399.0,STOLEN,North Riverdale (68)
2014,May,Sunday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,260.0,STOLEN,Bay-Cloverhill (169)
2014,May,Friday,D14,"Apartment (Rooming House, Condo)",Apartment,OT,600.0,STOLEN,Fort York-Liberty Village (163)
2014,May,Wednesday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,300.0,STOLEN,Bay-Cloverhill (169)
2014,April,Sunday,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,6000.0,STOLEN,Leaside-Bennington (56)
2014,May,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,300.0,STOLEN,Yonge-Bay Corridor (170)
2014,May,Sunday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RC,,STOLEN,Little Portugal (84)
2014,May,Saturday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,500.0,STOLEN,Palmerston-Little Italy (80)
2014,May,Monday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,500.0,STOLEN,East End-Danforth (62)
2014,May,Sunday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,650.0,STOLEN,East End-Danforth (62)
2014,May,Monday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,TO,1249.0,STOLEN,St.Andrew-Windfields (40)
2014,May,Sunday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,1600.0,STOLEN,East End-Danforth (62)
2014,May,Monday,D52,Universities / Colleges,Educational,OT,1200.0,STOLEN,University (79)
2014,May,Monday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,,RECOVERED,St.Andrew-Windfields (40)
2014,May,Thursday,D52,Universities / Colleges,Educational,OT,500.0,STOLEN,Yonge-Bay Corridor (170)
